Chamber,1,Data,File,,
C:\Users\UT,South,Western,MC\Documents\MED,Associates\MEDCMG\mouse,1
IR=,6,SD=,14.5,MP=,67.37
9/14/23,8:48:26,AM,,,
Time,Motion,Scale,Vol,Vol,Pressure
7208.75,0,-0.003,718.6,718.6,7.1
7209,0,-0.003,718.6,718.6,7.1
7209.25,0,-0.003,718.6,718.6,7.1
7209.5,0,-0.003,718.7,718.7,7.1
7209.75,0,-0.003,718.7,718.7,7.1
7210,0,-0.003,718.7,718.7,7.1
7210.25,0,-0.003,718.7,718.7,7
7210.5,0,-0.003,718.8,718.8,7.1
7210.75,0,-0.003,718.8,718.8,7.1
7211,0,-0.003,718.8,718.8,7.1
7211.25,0,-0.003,718.8,718.8,7.2
7211.5,0,-0.003,718.9,718.9,7.2
7211.75,0,-0.003,718.9,718.9,7.2
7212,0,-0.003,718.9,718.9,7.1
7212.25,0,-0.003,718.9,718.9,7.1
7212.5,0,-0.003,719,719,7.2
7212.75,0,-0.003,719,719,7.2
7213,0,-0.003,719,719,7.2
7213.25,0,-0.003,719,719,7.2
7213.5,0,-0.003,719.1,719.1,7.2
7213.75,0,-0.003,719.1,719.1,7.2
7214,0,-0.003,719.1,719.1,7.1
7214.25,0,-0.003,719.1,719.1,7.2
7214.5,0,-0.003,719.2,719.2,7.2
7214.75,0,-0.003,719.2,719.2,7.2
7215,0,-0.003,719.2,719.2,7.2
7215.25,0,-0.003,719.2,719.2,7.2
7215.5,0,-0.003,719.3,719.3,7.2
7215.75,0,-0.003,719.3,719.3,7.2
7216,0,-0.003,719.3,719.3,7.2
7216.25,0,-0.003,719.3,719.3,7.2
7216.5,0,-0.003,719.4,719.4,7.4
7216.75,0,-0.003,719.4,719.4,7.5
7217,0,-0.003,719.4,719.4,7.6
7217.25,0,-0.003,719.4,719.4,7.6
7217.5,0,-0.003,719.5,719.5,7.6
7217.75,0,-0.003,719.5,719.5,7.6
7218,0,-0.003,719.5,719.5,7.6
7218.25,0,-0.003,719.5,719.5,7.8
7218.5,0,-0.003,719.6,719.6,7.8
7218.75,0,-0.003,719.6,719.6,7.9
7219,0,-0.003,719.6,719.6,7.9
7219.25,0,-0.003,719.6,719.6,8.2
7219.5,0,-0.003,719.7,719.7,8.2
7219.75,0,-0.003,719.7,719.7,8.5
7220,0,-0.003,719.7,719.7,8.6
7220.25,0,-0.003,719.7,719.7,8.6
7220.5,0,-0.003,719.8,719.8,8.7
7220.75,0,-0.003,719.8,719.8,8.9
7221,0,-0.003,719.8,719.8,8.9
7221.25,0,-0.003,719.8,719.8,9
7221.5,0,-0.003,719.9,719.9,9.2
7221.75,0,-0.003,719.9,719.9,9.2
7222,0,-0.003,719.9,719.9,9.2
7222.25,0,-0.002,719.9,719.9,9.2
7222.5,0,-0.002,720,720,9.3
7222.75,0,-0.002,720,720,9.5
7223,0,-0.002,720,720,9.8
7223.25,0,-0.002,720,720,10.1
7223.5,0,-0.002,720.1,720.1,10.4
7223.75,0,-0.003,720.1,720.1,10.7
7224,0,-0.003,720.1,720.1,10.9
7224.25,0,-0.003,720.1,720.1,11.2
7224.5,0,-0.003,720.2,720.2,11.9
7224.75,0,-0.003,720.2,720.2,12.7
7225,0,-0.003,720.2,720.2,13.4
7225.25,0,-0.003,720.2,720.2,14
7225.5,0,-0.003,720.3,720.3,14.2
7225.75,0,-0.003,720.3,720.3,14.2
7226,0,-0.003,720.3,720.3,14
7226.25,0,-0.003,720.3,720.3,13.7
7226.5,0,-0.003,720.4,720.4,13.5
7226.75,0,-0.003,720.4,720.4,13.4
7227,0,-0.003,720.4,720.4,13.2
7227.25,0,-0.003,720.4,720.4,13.1
7227.5,0,-0.003,720.5,720.5,13.2
7227.75,0,-0.003,720.5,720.5,13.2
7228,0,-0.003,720.5,720.5,13.3
7228.25,0,-0.003,720.5,720.5,13.5
7228.5,0,-0.003,720.6,720.6,13.6
7228.75,0,-0.003,720.6,720.6,13.8
7229,0,-0.003,720.6,720.6,13.8
7229.25,0,-0.003,720.6,720.6,13.8
7229.5,0,-0.003,720.7,720.7,14.1
7229.75,0,-0.003,720.7,720.7,14.1
7230,0,-0.003,720.7,720.7,14.2
7230.25,0,-0.003,720.7,720.7,14.2
7230.5,0,-0.003,720.8,720.8,14.2
7230.75,0,-0.003,720.8,720.8,14.3
7231,0,-0.003,720.8,720.8,14.3
7231.25,0,-0.002,720.8,720.8,14.1
7231.5,0,-0.002,720.9,720.9,14.1
7231.75,0,-0.002,720.9,720.9,13.9
7232,0,-0.002,720.9,720.9,13.7
7232.25,0,-0.002,720.9,720.9,13.5
7232.5,0,-0.002,721,721,13.2
7232.75,0,-0.002,721,721,12.9
7233,0,-0.003,721,721,12.7
7233.25,0,-0.003,721,721,12.5
7233.5,0,-0.003,721.1,721.1,12.2
7233.75,0,-0.003,721.1,721.1,11.9
7234,0,-0.003,721.1,721.1,11.6
7234.25,0,-0.003,721.1,721.1,11.3
7234.5,0,-0.003,721.2,721.2,11.1
7234.75,0,-0.003,721.2,721.2,10.8
7235,0,-0.003,721.2,721.2,10.6
7235.25,0,-0.003,721.2,721.2,10.3
7235.5,0,-0.003,721.3,721.3,10.1
7235.75,0,-0.003,721.3,721.3,9.9
7236,0,-0.003,721.3,721.3,9.5
7236.25,0,-0.003,721.3,721.3,9.4
7236.5,0,-0.003,721.4,721.4,9.2
7236.75,0,-0.003,721.4,721.4,8.9
7237,0,-0.003,721.4,721.4,8.8
7237.25,0,-0.003,721.4,721.4,8.6
7237.5,0,-0.003,721.5,721.5,8.4
7237.75,0,-0.003,721.5,721.5,8.2
7238,0,-0.003,721.5,721.5,8.2
7238.25,0,-0.003,721.5,721.5,8.2
7238.5,0,-0.003,721.6,721.6,8
7238.75,0,-0.003,721.6,721.6,7.9
7239,0,-0.003,721.6,721.6,7.8
7239.25,0,-0.003,721.6,721.6,7.6
7239.5,0,-0.003,721.7,721.7,7.6
7239.75,0,-0.003,721.7,721.7,7.4
7240,0,-0.003,721.7,721.7,7.2
7240.25,0,-0.003,721.7,721.7,7.2
7240.5,0,-0.003,721.8,721.8,6.9
7240.75,0,-0.003,721.8,721.8,6.9
7241,0,-0.003,721.8,721.8,6.9
7241.25,0,-0.003,721.8,721.8,6.9
7241.5,0,-0.003,721.9,721.9,6.6
7241.75,0,-0.003,721.9,721.9,6.6
7242,0,-0.003,721.9,721.9,6.6
7242.25,0,-0.003,721.9,721.9,6.4
7242.5,0,-0.003,722,722,6.3
7242.75,0,-0.003,722,722,6.3
7243,0,-0.003,722,722,6.3
7243.25,0,-0.003,722,722,6.1
7243.5,0,-0.003,722.1,722.1,6
7243.75,0,-0.003,722.1,722.1,5.9
7244,0,-0.003,722.1,722.1,5.9
7244.25,0,-0.003,722.1,722.1,5.9
7244.5,0,-0.003,722.2,722.2,5.9
7244.75,0,-0.003,722.2,722.2,5.8
7245,0,-0.003,722.2,722.2,5.6
7245.25,0,-0.003,722.2,722.2,5.6
7245.5,0,-0.003,722.3,722.3,5.6
7245.75,0,-0.003,722.3,722.3,5.6
7246,0,-0.003,722.3,722.3,5.6
7246.25,0,-0.003,722.3,722.3,5.6
7246.5,0,-0.003,722.4,722.4,5.5
7246.75,0,-0.003,722.4,722.4,5.4
7247,0,-0.003,722.4,722.4,5.3
7247.25,0,-0.003,722.4,722.4,5.3
7247.5,0,-0.003,722.5,722.5,5.3
7247.75,0,-0.003,722.5,722.5,5.3
7248,0,-0.003,722.5,722.5,5.3
7248.25,0,-0.003,722.5,722.5,5.3
7248.5,0,-0.003,722.6,722.6,5.3
7248.75,0,-0.003,722.6,722.6,5.3
7249,0,-0.003,722.6,722.6,5.3
7249.25,0,-0.003,722.6,722.6,5.2
7249.5,0,-0.003,722.7,722.7,5.2
7249.75,0,-0.003,722.7,722.7,5.2
7250,0,-0.003,722.7,722.7,5.2
7250.25,0,-0.003,722.7,722.7,5
7250.5,0,-0.003,722.8,722.8,5
7250.75,0,-0.003,722.8,722.8,4.9
7251,0,-0.003,722.8,722.8,4.9
7251.25,0,-0.003,722.8,722.8,4.9
7251.5,0,-0.003,722.9,722.9,4.9
7251.75,0,-0.003,722.9,722.9,4.9
7252,0,-0.003,722.9,722.9,4.9
7252.25,0,-0.003,722.9,722.9,4.9
7252.5,0,-0.003,723,723,4.9
7252.75,0,-0.003,723,723,4.9
7253,0,-0.003,723,723,4.9
7253.25,0,-0.002,723,723,4.9
7253.5,0,-0.002,723.1,723.1,4.9
7253.75,0,-0.002,723.1,723.1,4.9
7254,0,-0.002,723.1,723.1,4.9
7254.25,0,-0.002,723.1,723.1,4.8
7254.5,0,-0.002,723.2,723.2,4.7
7254.75,0,-0.002,723.2,723.2,4.9
7255,0,-0.002,723.2,723.2,4.9
7255.25,0,-0.002,723.2,723.2,4.9
7255.5,0,-0.002,723.3,723.3,4.9
7255.75,0,-0.002,723.3,723.3,4.9
7256,0,-0.002,723.3,723.3,4.9
7256.25,0,-0.002,723.3,723.3,4.9
7256.5,0,-0.002,723.4,723.4,4.9
7256.75,0,-0.002,723.4,723.4,4.9
7257,0,-0.002,723.4,723.4,4.9
7257.25,0,-0.002,723.4,723.4,4.9
7257.5,0,-0.002,723.5,723.5,4.9
7257.75,0,-0.002,723.5,723.5,4.9
7258,0,-0.002,723.5,723.5,4.9
7258.25,0,-0.002,723.5,723.5,4.9
7258.5,0,-0.002,723.6,723.6,4.9
7258.75,0,-0.002,723.6,723.6,4.9
7259,0,-0.002,723.6,723.6,4.9
7259.25,0,-0.002,723.6,723.6,4.9
7259.5,0,-0.002,723.7,723.7,4.9
7259.75,0,-0.002,723.7,723.7,4.9
7260,0,-0.002,723.7,723.7,4.9
7260.25,0,-0.002,723.7,723.7,4.9
7260.5,0,-0.002,723.8,723.8,4.9
7260.75,0,-0.002,723.8,723.8,4.9
7261,0,-0.002,723.8,723.8,4.9
7261.25,0,-0.002,723.8,723.8,4.9
7261.5,0,-0.002,723.9,723.9,4.9
7261.75,0,-0.002,723.9,723.9,5
7262,0,-0.002,723.9,723.9,5.1
7262.25,0,-0.002,723.9,723.9,5.2
7262.5,0,-0.002,724,724,5.2
7262.75,0,-0.002,724,724,5.1
7263,0,-0.002,724,724,5.2
7263.25,0,-0.002,724,724,5.3
7263.5,0,-0.002,724.1,724.1,5.3
7263.75,0,-0.002,724.1,724.1,5.3
7264,0,-0.002,724.1,724.1,5.2
7264.25,0,-0.002,724.1,724.1,5.3
7264.5,0,-0.002,724.2,724.2,5.2
7264.75,0,-0.002,724.2,724.2,5.3
7265,0,-0.002,724.2,724.2,5.3
7265.25,0,-0.003,724.2,724.2,5.3
7265.5,0,-0.003,724.3,724.3,5.3
7265.75,0,-0.003,724.3,724.3,5.2
7266,0,-0.003,724.3,724.3,5.1
7266.25,0,-0.003,724.3,724.3,5.2
7266.5,0,-0.003,724.4,724.4,5.3
7266.75,0,-0.003,724.4,724.4,5.3
7267,0,-0.003,724.4,724.4,5.3
7267.25,0,-0.003,724.4,724.4,5.3
7267.5,0,-0.003,724.5,724.5,5.3
7267.75,0,-0.003,724.5,724.5,5.3
7268,0,-0.003,724.5,724.5,5.4
7268.25,0,-0.003,724.5,724.5,5.6
7268.5,0,-0.003,724.6,724.6,5.6
7268.75,0,-0.002,724.6,724.6,5.6
7269,0,-0.002,724.6,724.6,5.6
7269.25,0,-0.002,724.6,724.6,5.6
7269.5,0,-0.002,724.7,724.7,5.5
7269.75,0,-0.002,724.7,724.7,5.6
7270,0,-0.002,724.7,724.7,5.6
7270.25,0,-0.002,724.7,724.7,5.6
7270.5,0,-0.002,724.8,724.8,5.6
7270.75,0,-0.002,724.8,724.8,5.6
7271,0,-0.002,724.8,724.8,5.5
7271.25,0,-0.002,724.8,724.8,5.4
7271.5,0,-0.002,724.9,724.9,5.6
7271.75,0,-0.002,724.9,724.9,5.6
7272,0,-0.002,724.9,724.9,5.6
7272.25,0,-0.002,724.9,724.9,5.5
7272.5,0,-0.002,725,725,5.5
7272.75,0,-0.002,725,725,5.5
7273,0,-0.002,725,725,5.5
7273.25,0,-0.002,725,725,5.6
7273.5,0,-0.002,725.1,725.1,5.6
7273.75,0,-0.002,725.1,725.1,5.6
7274,0,-0.002,725.1,725.1,5.6
7274.25,0,-0.002,725.1,725.1,5.6
7274.5,0,-0.002,725.2,725.2,5.6
7274.75,0,-0.002,725.2,725.2,5.6
7275,0,-0.002,725.2,725.2,5.6
7275.25,0,-0.002,725.2,725.2,5.6
7275.5,0,-0.002,725.3,725.3,5.6
7275.75,0,-0.002,725.3,725.3,5.6
7276,0,-0.003,725.3,725.3,5.6
7276.25,0,-0.003,725.3,725.3,5.6
7276.5,0,-0.003,725.4,725.4,5.6
7276.75,0,-0.003,725.4,725.4,5.6
7277,0,-0.003,725.4,725.4,5.6
7277.25,0,-0.002,725.4,725.4,5.6
7277.5,0,-0.002,725.5,725.5,5.6
7277.75,0,-0.002,725.5,725.5,5.6
7278,0,-0.002,725.5,725.5,5.6
7278.25,0,-0.002,725.5,725.5,5.6
7278.5,0,-0.002,725.6,725.6,5.6
7278.75,0,-0.002,725.6,725.6,5.6
7279,0,-0.002,725.6,725.6,5.6
7279.25,0,-0.002,725.6,725.6,5.6
7279.5,0,-0.002,725.7,725.7,5.6
7279.75,0,-0.002,725.7,725.7,5.6
7280,0,-0.002,725.7,725.7,5.6
7280.25,0,-0.002,725.7,725.7,5.6
7280.5,0,-0.002,725.8,725.8,5.6
7280.75,0,-0.002,725.8,725.8,5.6
7281,0,-0.002,725.8,725.8,5.6
7281.25,0,-0.002,725.8,725.8,5.6
7281.5,0,-0.002,725.9,725.9,5.6
7281.75,0,-0.002,725.9,725.9,5.6
7282,0,-0.002,725.9,725.9,5.6
7282.25,0,-0.002,725.9,725.9,5.6
7282.5,0,-0.002,726,726,5.6
7282.75,0,-0.002,726,726,5.6
7283,0,-0.002,726,726,5.6
7283.25,0,-0.002,726,726,5.6
7283.5,0,-0.002,726.1,726.1,5.6
7283.75,0,-0.002,726.1,726.1,5.6
7284,0,-0.002,726.1,726.1,5.6
7284.25,0,-0.002,726.1,726.1,5.6
7284.5,0,-0.002,726.2,726.2,5.6
7284.75,0,-0.002,726.2,726.2,5.6
7285,0,-0.002,726.2,726.2,5.6
7285.25,0,-0.002,726.2,726.2,5.6
7285.5,0,-0.002,726.3,726.3,5.6
7285.75,0,-0.002,726.3,726.3,5.6
7286,0,-0.002,726.3,726.3,5.6
7286.25,0,-0.003,726.3,726.3,5.6
7286.5,0,-0.003,726.4,726.4,5.6
7286.75,0,-0.003,726.4,726.4,5.6
7287,0,-0.003,726.4,726.4,5.6
7287.25,0,-0.003,726.4,726.4,5.6
7287.5,0,-0.003,726.5,726.5,5.6
7287.75,0,-0.003,726.5,726.5,5.8
7288,0,-0.003,726.5,726.5,5.9
7288.25,0,-0.003,726.5,726.5,5.9
7288.5,0,-0.003,726.6,726.6,5.9
7288.75,0,-0.003,726.6,726.6,5.9
7289,0,-0.003,726.6,726.6,5.9
7289.25,0,-0.003,726.6,726.6,5.9
7289.5,0,-0.003,726.7,726.7,5.9
7289.75,0,-0.003,726.7,726.7,5.9
7290,0,-0.003,726.7,726.7,5.9
7290.25,0,-0.003,726.7,726.7,6
7290.5,0,-0.003,726.8,726.8,6.1
7290.75,0,-0.003,726.8,726.8,6
7291,0,-0.003,726.8,726.8,6
7291.25,0,-0.003,726.8,726.8,6
7291.5,0,-0.003,726.9,726.9,5.9
7291.75,0,-0.003,726.9,726.9,5.9
7292,0,-0.003,726.9,726.9,5.9
7292.25,0,-0.003,726.9,726.9,5.9
7292.5,0,-0.003,727,727,5.9
7292.75,0,-0.003,727,727,5.9
7293,0,-0.003,727,727,5.9
7293.25,0,-0.003,727,727,5.9
7293.5,0,-0.003,727.1,727.1,5.9
7293.75,0,-0.002,727.1,727.1,5.9
7294,0,-0.002,727.1,727.1,5.9
7294.25,0,-0.002,727.1,727.1,5.9
7294.5,0,-0.002,727.2,727.2,5.9
7294.75,0,-0.002,727.2,727.2,5.9
7295,0,-0.002,727.2,727.2,5.9
7295.25,0,-0.002,727.2,727.2,5.9
7295.5,0,-0.002,727.3,727.3,6
7295.75,0,-0.002,727.3,727.3,5.9
7296,0,-0.002,727.3,727.3,5.9
7296.25,0,-0.002,727.3,727.3,6.2
7296.5,0,-0.002,727.4,727.4,6.2
7296.75,0,-0.002,727.4,727.4,6.3
7297,0,-0.002,727.4,727.4,6.3
7297.25,0,-0.002,727.4,727.4,6.3
7297.5,0,-0.002,727.5,727.5,6.3
7297.75,0,-0.002,727.5,727.5,6.3
7298,0,-0.002,727.5,727.5,6.3
7298.25,0,-0.002,727.5,727.5,6.3
7298.5,0,-0.002,727.6,727.6,6.3
7298.75,0,-0.002,727.6,727.6,6.3
7299,0,-0.002,727.6,727.6,6.3
7299.25,0,-0.002,727.6,727.6,6.3
7299.5,0,-0.002,727.7,727.7,6.3
7299.75,0,-0.002,727.7,727.7,6.2
7300,0,-0.002,727.7,727.7,6.2
7300.25,0,-0.002,727.7,727.7,6.2
7300.5,0,-0.002,727.8,727.8,6.3
7300.75,0,-0.002,727.8,727.8,6.2
7301,0,-0.002,727.8,727.8,6.1
7301.25,0,-0.002,727.8,727.8,6
7301.5,0,-0.002,727.9,727.9,5.9
7301.75,0,-0.002,727.9,727.9,6.1
7302,0,-0.002,727.9,727.9,6
7302.25,0,-0.002,727.9,727.9,6
7302.5,0,-0.002,728,728,6
7302.75,0,-0.002,728,728,5.9
7303,0,-0.002,728,728,5.9
7303.25,0,-0.003,728,728,5.9
7303.5,0,-0.003,728.1,728.1,6
7303.75,0,-0.003,728.1,728.1,6
7304,0,-0.003,728.1,728.1,5.9
7304.25,0,-0.003,728.1,728.1,5.9
7304.5,0,-0.003,728.2,728.2,5.9
7304.75,0,-0.003,728.2,728.2,5.9
7305,0,-0.003,728.2,728.2,5.9
7305.25,0,-0.003,728.2,728.2,5.9
7305.5,0,-0.003,728.3,728.3,5.9
7305.75,0,-0.003,728.3,728.3,6
7306,0,-0.003,728.3,728.3,6
7306.25,0,-0.003,728.3,728.3,6
7306.5,0,-0.003,728.4,728.4,6
7306.75,0,-0.003,728.4,728.4,6.1
7307,0,-0.003,728.4,728.4,6.2
7307.25,0,-0.003,728.4,728.4,6.2
7307.5,0,-0.003,728.5,728.5,6.2
7307.75,0,-0.003,728.5,728.5,6.1
7308,0,-0.004,728.5,728.5,6.1
7308.25,0,-0.004,728.5,728.5,6.1
7308.5,0,-0.004,728.6,728.6,6.1
7308.75,0,-0.004,728.6,728.6,6.1
7309,0,-0.004,728.6,728.6,6.2
7309.25,0,-0.004,728.6,728.6,6.3
7309.5,0,-0.004,728.7,728.7,6.3
7309.75,0,-0.004,728.7,728.7,6.3
7310,0,-0.004,728.7,728.7,6.3
7310.25,0,-0.004,728.7,728.7,6.4
7310.5,0,-0.004,728.8,728.8,6.4
7310.75,0,-0.004,728.8,728.8,6.5
7311,0,-0.004,728.8,728.8,6.6
7311.25,0,-0.004,728.8,728.8,6.5
7311.5,0,-0.004,728.9,728.9,6.5
7311.75,0,-0.004,728.9,728.9,6.5
7312,0,-0.004,728.9,728.9,6.6
7312.25,0,-0.004,728.9,728.9,6.6
7312.5,0,-0.004,729,729,6.5
7312.75,0,-0.004,729,729,6.4
7313,0,-0.004,729,729,6.3
7313.25,0,-0.004,729,729,6.3
7313.5,0,-0.004,729.1,729.1,6.4
7313.75,0,-0.004,729.1,729.1,6.3
7314,0,-0.004,729.1,729.1,6.3
7314.25,0,-0.004,729.1,729.1,6.3
7314.5,0,-0.004,729.2,729.2,6.3
7314.75,0,-0.004,729.2,729.2,6.3
7315,0,-0.004,729.2,729.2,6.3
7315.25,0,-0.004,729.2,729.2,6.3
7315.5,0,-0.004,729.3,729.3,6.3
7315.75,0,-0.004,729.3,729.3,6.3
7316,0,-0.003,729.3,729.3,6.3
7316.25,0,-0.003,729.3,729.3,6.3
7316.5,0,-0.003,729.4,729.4,6.3
7316.75,0,-0.003,729.4,729.4,6.3
7317,0,-0.003,729.4,729.4,6.3
7317.25,0,-0.003,729.4,729.4,6.3
7317.5,0,-0.003,729.5,729.5,6.3
7317.75,0,-0.003,729.5,729.5,6.3
7318,0,-0.003,729.5,729.5,6.3
7318.25,0,-0.003,729.5,729.5,6.3
7318.5,0,-0.003,729.6,729.6,6.3
7318.75,0,-0.003,729.6,729.6,6.4
7319,0,-0.003,729.6,729.6,6.4
7319.25,0,-0.003,729.6,729.6,6.4
7319.5,0,-0.003,729.7,729.7,6.3
7319.75,0,-0.003,729.7,729.7,6.4
7320,0,-0.003,729.7,729.7,6.4
7320.25,0,-0.003,729.7,729.7,6.5
7320.5,0,-0.003,729.8,729.8,6.5
7320.75,0,-0.003,729.8,729.8,6.5
7321,0,-0.003,729.8,729.8,6.5
7321.25,0,-0.003,729.8,729.8,6.4
7321.5,0,-0.002,729.9,729.9,6.3
7321.75,0,-0.002,729.9,729.9,6.4
7322,0,-0.002,729.9,729.9,6.5
7322.25,0,-0.002,729.9,729.9,6.4
7322.5,0,-0.002,730,730,6.4
7322.75,0,-0.002,730,730,6.4
7323,0,-0.002,730,730,6.3
7323.25,0,-0.002,730,730,6.3
7323.5,0,-0.002,730.1,730.1,6.3
7323.75,0,-0.002,730.1,730.1,6.3
7324,0,-0.002,730.1,730.1,6.3
7324.25,0,-0.002,730.1,730.1,6.3
7324.5,0,-0.002,730.2,730.2,6.3
7324.75,0,-0.002,730.2,730.2,6.3
7325,0,-0.002,730.2,730.2,6.3
7325.25,0,-0.002,730.2,730.2,6.4
7325.5,0,-0.002,730.3,730.3,6.4
7325.75,0,-0.002,730.3,730.3,6.4
7326,0,-0.002,730.3,730.3,6.5
7326.25,0,-0.002,730.3,730.3,6.5
7326.5,0,-0.002,730.4,730.4,6.6
7326.75,0,-0.002,730.4,730.4,6.6
7327,0,-0.002,730.4,730.4,6.6
7327.25,0,-0.002,730.4,730.4,6.6
7327.5,0,-0.002,730.5,730.5,6.7
7327.75,0,-0.002,730.5,730.5,6.8
7328,0,-0.002,730.5,730.5,6.8
7328.25,0,-0.002,730.5,730.5,6.8
7328.5,0,-0.002,730.6,730.6,6.8
7328.75,0,-0.002,730.6,730.6,6.9
7329,0,-0.003,730.6,730.6,6.9
7329.25,0,-0.003,730.6,730.6,6.9
7329.5,0,-0.003,730.7,730.7,6.9
7329.75,0,-0.003,730.7,730.7,6.8
7330,0,-0.003,730.7,730.7,6.9
7330.25,0,-0.003,730.7,730.7,6.9
7330.5,0,-0.003,730.8,730.8,6.9
7330.75,0,-0.003,730.8,730.8,6.9
7331,0,-0.002,730.8,730.8,6.9
7331.25,0,-0.002,730.8,730.8,6.9
7331.5,0,-0.002,730.9,730.9,6.9
7331.75,0,-0.002,730.9,730.9,6.8
7332,0,-0.002,730.9,730.9,6.9
7332.25,0,-0.002,730.9,730.9,6.9
7332.5,0,-0.002,731,731,6.9
7332.75,0,-0.002,731,731,6.9
7333,0,-0.002,731,731,6.8
7333.25,0,-0.002,731,731,6.8
7333.5,0,-0.002,731.1,731.1,6.9
7333.75,0,-0.002,731.1,731.1,6.9
7334,0,-0.002,731.1,731.1,6.9
7334.25,0,-0.002,731.1,731.1,6.9
7334.5,0,-0.002,731.2,731.2,6.9
7334.75,0,-0.002,731.2,731.2,6.9
7335,0,-0.002,731.2,731.2,6.9
7335.25,0,-0.002,731.2,731.2,6.9
7335.5,0,-0.002,731.3,731.3,7
7335.75,0,-0.002,731.3,731.3,7
7336,0,-0.002,731.3,731.3,7
7336.25,0,-0.002,731.3,731.3,7
7336.5,0,-0.002,731.4,731.4,6.9
7336.75,0,-0.002,731.4,731.4,6.9
7337,0,-0.002,731.4,731.4,7.1
7337.25,0,-0.002,731.4,731.4,7.1
7337.5,0,-0.002,731.5,731.5,7.1
7337.75,0,-0.002,731.5,731.5,7
7338,0,-0.002,731.5,731.5,7
7338.25,0,-0.002,731.5,731.5,6.9
7338.5,0,-0.002,731.6,731.6,6.9
7338.75,0,-0.002,731.6,731.6,7
7339,0,-0.002,731.6,731.6,7
7339.25,0,-0.002,731.6,731.6,7
7339.5,0,-0.002,731.7,731.7,6.9
7339.75,0,-0.002,731.7,731.7,6.9
7340,0,-0.002,731.7,731.7,6.9
7340.25,0,-0.002,731.7,731.7,6.9
7340.5,0,-0.002,731.8,731.8,6.9
7340.75,0,-0.003,731.8,731.8,6.9
7341,0,-0.003,731.8,731.8,6.9
7341.25,0,-0.003,731.8,731.8,6.9
7341.5,0,-0.003,731.9,731.9,6.9
7341.75,0,-0.003,731.9,731.9,6.9
7342,0,-0.003,731.9,731.9,6.9
7342.25,0,-0.003,731.9,731.9,6.9
7342.5,0,-0.003,732,732,6.9
7342.75,0,-0.003,732,732,6.9
7343,0,-0.003,732,732,6.9
7343.25,0,-0.003,732,732,7.1
7343.5,0,-0.003,732.1,732.1,7.2
7343.75,0,-0.003,732.1,732.1,7.2
7344,0,-0.003,732.1,732.1,7.3
7344.25,0,-0.003,732.1,732.1,7.4
7344.5,0,-0.003,732.2,732.2,7.5
7344.75,0,-0.003,732.2,732.2,7.5
7345,0,-0.003,732.2,732.2,7.6
7345.25,0,-0.003,732.2,732.2,7.6
7345.5,0,-0.003,732.3,732.3,7.7
7345.75,0,-0.003,732.3,732.3,7.8
7346,0,-0.003,732.3,732.3,7.9
7346.25,0,-0.003,732.3,732.3,7.9
7346.5,0,-0.003,732.4,732.4,7.9
7346.75,0,-0.003,732.4,732.4,7.9
7347,0,-0.003,732.4,732.4,8
7347.25,0,-0.003,732.4,732.4,8.1
7347.5,0,-0.003,732.5,732.5,8.2
7347.75,0,-0.003,732.5,732.5,8.1
7348,0,-0.003,732.5,732.5,8
7348.25,0,-0.003,732.5,732.5,8
7348.5,0,-0.003,732.6,732.6,7.9
7348.75,0,-0.003,732.6,732.6,8.1
7349,0,-0.003,732.6,732.6,8.2
7349.25,0,-0.003,732.6,732.6,8.1
7349.5,0,-0.003,732.7,732.7,8.1
7349.75,0,-0.003,732.7,732.7,8
7350,0,-0.003,732.7,732.7,7.9
7350.25,0,-0.003,732.7,732.7,8
7350.5,0,-0.003,732.8,732.8,8
7350.75,0,-0.003,732.8,732.8,7.9
7351,0,-0.003,732.8,732.8,7.9
7351.25,0,-0.003,732.8,732.8,7.9
7351.5,0,-0.003,732.9,732.9,7.9
7351.75,0,-0.003,732.9,732.9,8
7352,0,-0.003,732.9,732.9,8.2
7352.25,0,-0.003,732.9,732.9,8.3
7352.5,0,-0.003,733,733,8.6
7352.75,0,-0.003,733,733,8.9
7353,0,-0.003,733,733,9.2
7353.25,0,-0.003,733,733,9.2
7353.5,0,-0.003,733.1,733.1,9.4
7353.75,0,-0.003,733.1,733.1,9.5
7354,0,-0.003,733.1,733.1,9.5
7354.25,0,-0.003,733.1,733.1,9.5
7354.5,0,-0.003,733.2,733.2,9.5
7354.75,0,-0.003,733.2,733.2,9.5
7355,0,-0.003,733.2,733.2,9.6
7355.25,0,-0.003,733.2,733.2,9.6
7355.5,0,-0.003,733.3,733.3,9.9
7355.75,0,-0.003,733.3,733.3,10
7356,0,-0.003,733.3,733.3,10.2
7356.25,0,-0.003,733.3,733.3,10.5
7356.5,0,-0.003,733.4,733.4,11.1
7356.75,0,-0.003,733.4,733.4,11.5
7357,0,-0.003,733.4,733.4,11.6
7357.25,0,-0.003,733.4,733.4,11.8
7357.5,0,-0.003,733.5,733.5,12.2
7357.75,0,-0.003,733.5,733.5,12.2
7358,0,-0.003,733.5,733.5,12.2
7358.25,0,-0.003,733.5,733.5,12.4
7358.5,0,-0.003,733.6,733.6,12.5
7358.75,0,-0.003,733.6,733.6,12.7
7359,0,-0.003,733.6,733.6,12.9
7359.25,0,-0.003,733.6,733.6,13.1
7359.5,0,-0.003,733.7,733.7,13.2
