Chamber,1,Data,File,,
C:\Users\UT,South,Western,MC\Documents\MED,Associates\MEDCMG\mouse,1
IR=,6,SD=,14.5,MP=,67.37
9/14/23,8:48:26,AM,,,
Time,Motion,Scale,Vol,Vol,Pressure
2452.5,0,-0.002,243,243,8.6
2452.75,0,-0.002,243,243,8.6
2453,0,-0.002,243,243,8.6
2453.25,0,-0.002,243.1,243.1,8.5
2453.5,0,-0.002,243.1,243.1,8.6
2453.75,0,-0.003,243.1,243.1,8.6
2454,0,-0.003,243.1,243.1,8.6
2454.25,0,-0.003,243.2,243.2,8.6
2454.5,0,-0.003,243.2,243.2,8.6
2454.75,0,-0.003,243.2,243.2,8.6
2455,0,-0.003,243.2,243.2,8.5
2455.25,0,-0.003,243.3,243.3,8.6
2455.5,0,-0.003,243.3,243.3,8.6
2455.75,0,-0.002,243.3,243.3,8.6
2456,0,-0.002,243.3,243.3,8.6
2456.25,0,-0.002,243.4,243.4,8.6
2456.5,0,-0.002,243.4,243.4,8.6
2456.75,0,-0.002,243.4,243.4,8.9
2457,0,-0.002,243.4,243.4,9.2
2457.25,0,-0.002,243.5,243.5,9.5
2457.5,0,-0.002,243.5,243.5,9.5
2457.75,0,-0.002,243.5,243.5,9.5
2458,0,-0.003,243.5,243.5,9.5
2458.25,0,-0.003,243.6,243.6,9.5
2458.5,0,-0.003,243.6,243.6,9.5
2458.75,0,-0.003,243.6,243.6,9.6
2459,0,-0.003,243.6,243.6,9.6
2459.25,0,-0.003,243.7,243.7,9.6
2459.5,0,-0.003,243.7,243.7,9.6
2459.75,0,-0.003,243.7,243.7,9.5
2460,0,-0.003,243.7,243.7,9.5
2460.25,0,-0.003,243.8,243.8,9.5
2460.5,0,-0.003,243.8,243.8,9.5
2460.75,0,-0.003,243.8,243.8,9.5
2461,0,-0.003,243.8,243.8,9.3
2461.25,0,-0.003,243.9,243.9,9.2
2461.5,0,-0.003,243.9,243.9,9.2
2461.75,0,-0.003,243.9,243.9,9.2
2462,0,-0.003,243.9,243.9,9.2
2462.25,0,-0.003,244,244,9.1
2462.5,0,-0.003,244,244,9.1
2462.75,0,-0.003,244,244,9.2
2463,0,-0.002,244,244,9.2
2463.25,0,-0.002,244.1,244.1,9.2
2463.5,0,-0.002,244.1,244.1,9.2
2463.75,0,-0.002,244.1,244.1,9.2
2464,0,-0.002,244.1,244.1,9.1
2464.25,0,-0.002,244.2,244.2,9
2464.5,0,-0.002,244.2,244.2,8.9
2464.75,0,-0.002,244.2,244.2,8.9
2465,0,-0.002,244.2,244.2,8.9
2465.25,0,-0.002,244.3,244.3,8.9
2465.5,0,-0.002,244.3,244.3,8.9
2465.75,0,-0.002,244.3,244.3,8.9
2466,0,-0.002,244.3,244.3,8.9
2466.25,0,-0.002,244.4,244.4,8.8
2466.5,0,-0.002,244.4,244.4,8.9
2466.75,0,-0.002,244.4,244.4,8.9
2467,0,-0.002,244.4,244.4,8.9
2467.25,0,-0.002,244.5,244.5,8.9
2467.5,0,-0.002,244.5,244.5,8.9
2467.75,0,-0.002,244.5,244.5,8.9
2468,0,-0.002,244.5,244.5,8.6
2468.25,0,-0.003,244.6,244.6,8.6
2468.5,0,-0.003,244.6,244.6,8.6
2468.75,0,-0.002,244.6,244.6,8.6
2469,0,-0.002,244.6,244.6,8.6
2469.25,0,-0.002,244.7,244.7,8.6
2469.5,0,-0.002,244.7,244.7,8.6
2469.75,0,-0.002,244.7,244.7,8.5
2470,0,-0.002,244.7,244.7,8.3
2470.25,0,-0.002,244.8,244.8,8.3
2470.5,0,-0.002,244.8,244.8,8.2
2470.75,0,-0.002,244.8,244.8,8.2
2471,0,-0.002,244.8,244.8,8.2
2471.25,0,-0.002,244.9,244.9,8.2
2471.5,0,-0.002,244.9,244.9,8.2
2471.75,0,-0.002,244.9,244.9,8.1
2472,0,-0.002,244.9,244.9,8.1
2472.25,0,-0.002,245,245,8
2472.5,0,-0.002,245,245,7.9
2472.75,0,-0.002,245,245,7.9
2473,0,-0.002,245,245,7.9
2473.25,0,-0.002,245.1,245.1,7.9
2473.5,0,-0.002,245.1,245.1,7.9
2473.75,0,-0.002,245.1,245.1,7.9
2474,0,-0.002,245.1,245.1,7.9
2474.25,0,-0.002,245.2,245.2,7.7
2474.5,0,-0.002,245.2,245.2,7.9
2474.75,0,-0.002,245.2,245.2,7.9
2475,0,-0.002,245.2,245.2,7.9
2475.25,0,-0.002,245.3,245.3,7.9
2475.5,0,-0.002,245.3,245.3,7.9
2475.75,0,-0.002,245.3,245.3,7.9
2476,0,-0.002,245.3,245.3,7.9
2476.25,0,-0.002,245.4,245.4,7.9
2476.5,0,-0.003,245.4,245.4,8.1
2476.75,0,-0.003,245.4,245.4,8.1
2477,0,-0.003,245.4,245.4,8.2
2477.25,0,-0.003,245.5,245.5,8.2
2477.5,0,-0.003,245.5,245.5,8.4
2477.75,0,-0.003,245.5,245.5,8.6
2478,0,-0.003,245.5,245.5,8.6
2478.25,0,-0.003,245.6,245.6,8.6
2478.5,0,-0.003,245.6,245.6,8.6
2478.75,0,-0.003,245.6,245.6,8.6
2479,0,-0.003,245.6,245.6,8.6
2479.25,0,-0.003,245.7,245.7,8.6
2479.5,0,-0.003,245.7,245.7,8.6
2479.75,0,-0.003,245.7,245.7,8.6
2480,0,-0.003,245.7,245.7,8.6
2480.25,0,-0.003,245.8,245.8,8.7
2480.5,0,-0.003,245.8,245.8,8.9
2480.75,0,-0.003,245.8,245.8,8.9
2481,0,-0.003,245.8,245.8,8.9
2481.25,0,-0.003,245.9,245.9,8.9
2481.5,0,-0.003,245.9,245.9,8.9
2481.75,0,-0.003,245.9,245.9,8.9
2482,0,-0.003,245.9,245.9,8.9
2482.25,0,-0.003,246,246,8.9
2482.5,0,-0.003,246,246,8.9
2482.75,0,-0.003,246,246,8.9
2483,0,-0.003,246,246,8.9
2483.25,0,-0.003,246.1,246.1,8.9
2483.5,0,-0.003,246.1,246.1,8.9
2483.75,0,-0.003,246.1,246.1,8.9
2484,0,-0.002,246.1,246.1,8.9
2484.25,0,-0.002,246.2,246.2,8.9
2484.5,0,-0.002,246.2,246.2,8.9
2484.75,0,-0.002,246.2,246.2,8.9
2485,0,-0.002,246.2,246.2,8.9
2485.25,0,-0.002,246.3,246.3,8.9
2485.5,0,-0.002,246.3,246.3,8.9
2485.75,0,-0.002,246.3,246.3,9.1
2486,0,-0.002,246.3,246.3,9.3
2486.25,0,-0.002,246.4,246.4,9.5
2486.5,0,-0.002,246.4,246.4,9.6
2486.75,0,-0.002,246.4,246.4,9.6
2487,0,-0.002,246.4,246.4,9.6
2487.25,0,-0.002,246.5,246.5,9.6
2487.5,0,-0.002,246.5,246.5,9.6
2487.75,0,-0.002,246.5,246.5,9.7
2488,0,-0.002,246.5,246.5,9.6
2488.25,0,-0.002,246.6,246.6,9.5
2488.5,0,-0.002,246.6,246.6,9.6
2488.75,0,-0.003,246.6,246.6,9.6
2489,0,-0.003,246.6,246.6,9.8
2489.25,0,-0.003,246.7,246.7,9.9
2489.5,0,-0.003,246.7,246.7,9.9
2489.75,0,-0.003,246.7,246.7,9.9
2490,0,-0.003,246.7,246.7,9.9
2490.25,0,-0.003,246.8,246.8,9.9
2490.5,0,-0.003,246.8,246.8,9.9
2490.75,0,-0.003,246.8,246.8,9.9
2491,0,-0.003,246.8,246.8,9.9
2491.25,0,-0.003,246.9,246.9,9.9
2491.5,0,-0.003,246.9,246.9,9.8
2491.75,0,-0.003,246.9,246.9,9.9
2492,0,-0.003,246.9,246.9,9.9
2492.25,0,-0.003,247,247,9.9
2492.5,0,-0.003,247,247,9.9
2492.75,0,-0.003,247,247,10
2493,0,-0.003,247,247,10.2
2493.25,0,-0.003,247.1,247.1,10.2
2493.5,0,-0.002,247.1,247.1,10.2
2493.75,0,-0.002,247.1,247.1,10.2
2494,0,-0.002,247.1,247.1,10.2
2494.25,0,-0.002,247.2,247.2,10.1
2494.5,0,-0.002,247.2,247.2,10.1
2494.75,0,-0.002,247.2,247.2,9.9
2495,0,-0.002,247.2,247.2,9.9
2495.25,0,-0.002,247.3,247.3,9.9
2495.5,0,-0.002,247.3,247.3,9.9
2495.75,0,-0.002,247.3,247.3,9.9
2496,0,-0.003,247.3,247.3,9.9
2496.25,0,-0.003,247.4,247.4,9.9
2496.5,0,-0.003,247.4,247.4,9.9
2496.75,0,-0.003,247.4,247.4,9.7
2497,0,-0.003,247.4,247.4,9.6
2497.25,0,-0.003,247.5,247.5,9.6
2497.5,0,-0.003,247.5,247.5,9.5
2497.75,0,-0.003,247.5,247.5,9.5
2498,0,-0.003,247.5,247.5,9.5
2498.25,0,-0.003,247.6,247.6,9.5
2498.5,0,-0.003,247.6,247.6,9.5
2498.75,0,-0.002,247.6,247.6,9.3
2499,0,-0.002,247.6,247.6,9.2
2499.25,0,-0.002,247.7,247.7,9.2
2499.5,0,-0.002,247.7,247.7,9.2
2499.75,0,-0.002,247.7,247.7,9.2
2500,0,-0.002,247.7,247.7,9.2
2500.25,0,-0.002,247.8,247.8,9.1
2500.5,0,-0.002,247.8,247.8,9.2
2500.75,0,-0.002,247.8,247.8,9.2
2501,0,-0.002,247.8,247.8,9.1
2501.25,0,-0.002,247.9,247.9,9
2501.5,0,-0.002,247.9,247.9,9.2
2501.75,0,-0.002,247.9,247.9,9.2
2502,0,-0.002,247.9,247.9,9.1
2502.25,0,-0.002,248,248,9.2
2502.5,0,-0.002,248,248,9.1
2502.75,0,-0.002,248,248,9
2503,0,-0.002,248,248,9
2503.25,0,-0.002,248.1,248.1,8.9
2503.5,0,-0.002,248.1,248.1,8.9
2503.75,0,-0.002,248.1,248.1,8.9
2504,0,-0.002,248.1,248.1,8.9
2504.25,0,-0.002,248.2,248.2,8.9
2504.5,0,-0.002,248.2,248.2,8.8
2504.75,0,-0.002,248.2,248.2,8.7
2505,0,-0.002,248.2,248.2,8.6
2505.25,0,-0.002,248.3,248.3,8.6
2505.5,0,-0.002,248.3,248.3,8.6
2505.75,0,-0.002,248.3,248.3,8.6
2506,0,-0.002,248.3,248.3,8.6
2506.25,0,-0.002,248.4,248.4,8.4
2506.5,0,-0.002,248.4,248.4,8.2
2506.75,0,-0.002,248.4,248.4,8.2
2507,0,-0.002,248.4,248.4,8.2
2507.25,0,-0.002,248.5,248.5,8.2
2507.5,0,-0.002,248.5,248.5,8.2
2507.75,0,-0.002,248.5,248.5,8.2
2508,0,-0.002,248.5,248.5,8.1
2508.25,0,-0.002,248.6,248.6,8.1
2508.5,0,-0.002,248.6,248.6,7.9
2508.75,0,-0.002,248.6,248.6,7.9
2509,0,-0.002,248.6,248.6,7.9
2509.25,0,-0.002,248.7,248.7,7.9
2509.5,0,-0.003,248.7,248.7,7.9
2509.75,0,-0.003,248.7,248.7,7.9
2510,0,-0.003,248.7,248.7,7.9
2510.25,0,-0.003,248.8,248.8,7.9
2510.5,0,-0.003,248.8,248.8,7.9
2510.75,0,-0.003,248.8,248.8,7.9
2511,0,-0.003,248.8,248.8,7.9
2511.25,0,-0.003,248.9,248.9,7.9
2511.5,0,-0.003,248.9,248.9,7.9
2511.75,0,-0.003,248.9,248.9,7.8
2512,0,-0.003,248.9,248.9,7.7
2512.25,0,-0.003,249,249,7.8
2512.5,0,-0.002,249,249,7.8
2512.75,0,-0.002,249,249,7.7
2513,0,-0.002,249,249,7.6
2513.25,0,-0.002,249.1,249.1,7.6
2513.5,0,-0.002,249.1,249.1,7.6
2513.75,0,-0.002,249.1,249.1,7.6
2514,0,-0.003,249.1,249.1,7.6
2514.25,0,-0.003,249.2,249.2,7.6
2514.5,0,-0.003,249.2,249.2,7.6
2514.75,0,-0.003,249.2,249.2,7.6
2515,0,-0.003,249.2,249.2,7.6
2515.25,0,-0.003,249.3,249.3,7.6
2515.5,0,-0.003,249.3,249.3,7.6
2515.75,0,-0.003,249.3,249.3,7.6
2516,0,-0.003,249.3,249.3,7.6
2516.25,0,-0.003,249.4,249.4,7.6
2516.5,0,-0.003,249.4,249.4,7.6
2516.75,0,-0.003,249.4,249.4,7.7
2517,0,-0.003,249.4,249.4,7.9
2517.25,0,-0.003,249.5,249.5,7.9
2517.5,0,-0.003,249.5,249.5,7.9
2517.75,0,-0.003,249.5,249.5,7.9
2518,0,-0.003,249.5,249.5,8.1
2518.25,0,-0.003,249.6,249.6,8.2
2518.5,0,-0.003,249.6,249.6,8.2
2518.75,0,-0.003,249.6,249.6,8.2
2519,0,-0.003,249.6,249.6,8.2
2519.25,0,-0.003,249.7,249.7,8.2
2519.5,0,-0.003,249.7,249.7,8.2
2519.75,0,-0.003,249.7,249.7,8.3
2520,0,-0.003,249.7,249.7,8.4
2520.25,0,-0.003,249.8,249.8,8.4
2520.5,0,-0.003,249.8,249.8,8.4
2520.75,0,-0.003,249.8,249.8,8.5
2521,0,-0.003,249.8,249.8,8.6
2521.25,0,-0.003,249.9,249.9,8.6
2521.5,0,-0.003,249.9,249.9,8.6
2521.75,0,-0.003,249.9,249.9,8.6
2522,0,-0.003,249.9,249.9,8.6
2522.25,0,-0.003,250,250,8.6
2522.5,0,-0.003,250,250,8.6
2522.75,0,-0.003,250,250,8.6
2523,0,-0.003,250,250,8.6
2523.25,0,-0.003,250.1,250.1,8.6
2523.5,0,-0.003,250.1,250.1,8.6
2523.75,0,-0.003,250.1,250.1,8.6
2524,0,-0.003,250.1,250.1,8.6
2524.25,0,-0.003,250.2,250.2,8.7
2524.5,0,-0.003,250.2,250.2,8.8
2524.75,0,-0.003,250.2,250.2,8.8
2525,0,-0.003,250.2,250.2,8.8
2525.25,0,-0.003,250.3,250.3,8.8
2525.5,0,-0.003,250.3,250.3,8.8
2525.75,0,-0.003,250.3,250.3,8.9
2526,0,-0.003,250.3,250.3,8.9
2526.25,0,-0.003,250.4,250.4,8.9
2526.5,0,-0.003,250.4,250.4,8.9
2526.75,0,-0.003,250.4,250.4,8.9
2527,0,-0.003,250.4,250.4,8.9
2527.25,0,-0.003,250.5,250.5,8.9
2527.5,0,-0.003,250.5,250.5,8.9
2527.75,0,-0.003,250.5,250.5,8.9
2528,0,-0.003,250.5,250.5,8.9
2528.25,0,-0.003,250.6,250.6,8.9
2528.5,0,-0.003,250.6,250.6,8.9
2528.75,0,-0.003,250.6,250.6,8.9
2529,0,-0.003,250.6,250.6,9
2529.25,0,-0.003,250.7,250.7,9.1
2529.5,0,-0.003,250.7,250.7,9.2
2529.75,0,-0.003,250.7,250.7,9.2
2530,0,-0.003,250.7,250.7,9.2
2530.25,0,-0.003,250.8,250.8,9.3
2530.5,0,-0.003,250.8,250.8,9.4
2530.75,0,-0.003,250.8,250.8,9.5
2531,0,-0.003,250.8,250.8,9.5
2531.25,0,-0.003,250.9,250.9,9.5
2531.5,0,-0.003,250.9,250.9,9.5
2531.75,0,-0.003,250.9,250.9,9.5
2532,0,-0.003,250.9,250.9,9.5
2532.25,0,-0.003,251,251,9.5
2532.5,0,-0.003,251,251,9.7
2532.75,0,-0.003,251,251,9.9
2533,0,-0.003,251,251,9.9
2533.25,0,-0.003,251.1,251.1,9.9
2533.5,0,-0.003,251.1,251.1,9.9
2533.75,0,-0.003,251.1,251.1,9.9
2534,0,-0.003,251.1,251.1,9.9
2534.25,0,-0.003,251.2,251.2,9.9
2534.5,0,-0.003,251.2,251.2,9.8
2534.75,0,-0.003,251.2,251.2,9.8
2535,0,-0.003,251.2,251.2,9.8
2535.25,0,-0.003,251.3,251.3,9.6
2535.5,0,-0.003,251.3,251.3,9.6
2535.75,0,-0.003,251.3,251.3,9.5
2536,0,-0.003,251.3,251.3,9.5
2536.25,0,-0.003,251.4,251.4,9.5
2536.5,0,-0.003,251.4,251.4,9.5
2536.75,0,-0.003,251.4,251.4,9.5
2537,0,-0.003,251.4,251.4,9.5
2537.25,0,-0.003,251.5,251.5,9.5
2537.5,0,-0.003,251.5,251.5,9.5
2537.75,0,-0.003,251.5,251.5,9.4
2538,0,-0.003,251.5,251.5,9.3
2538.25,0,-0.003,251.6,251.6,9.2
2538.5,0,-0.003,251.6,251.6,9.2
2538.75,0,-0.003,251.6,251.6,9.2
2539,0,-0.003,251.6,251.6,9.2
2539.25,0,-0.003,251.7,251.7,9.2
2539.5,0,-0.003,251.7,251.7,9.2
2539.75,0,-0.003,251.7,251.7,9.2
2540,0,-0.003,251.7,251.7,9.2
2540.25,0,-0.003,251.8,251.8,9.3
2540.5,0,-0.003,251.8,251.8,9.5
2540.75,0,-0.003,251.8,251.8,9.5
2541,0,-0.003,251.8,251.8,9.5
2541.25,0,-0.003,251.9,251.9,9.5
2541.5,0,-0.003,251.9,251.9,9.5
2541.75,0,-0.003,251.9,251.9,9.3
2542,0,-0.003,251.9,251.9,9.2
2542.25,0,-0.003,252,252,9.2
2542.5,0,-0.003,252,252,9.2
2542.75,0,-0.003,252,252,9.2
2543,0,-0.003,252,252,9.2
2543.25,0,-0.003,252.1,252.1,9.2
2543.5,0,-0.003,252.1,252.1,9.2
2543.75,0,-0.003,252.1,252.1,9.2
2544,0,-0.003,252.1,252.1,9.2
2544.25,0,-0.003,252.2,252.2,9.2
2544.5,0,-0.003,252.2,252.2,9.2
2544.75,0,-0.003,252.2,252.2,9.2
2545,0,-0.003,252.2,252.2,9.2
2545.25,0,-0.003,252.3,252.3,9.1
2545.5,0,-0.003,252.3,252.3,9
2545.75,0,-0.003,252.3,252.3,8.9
2546,0,-0.003,252.3,252.3,8.9
2546.25,0,-0.003,252.4,252.4,8.9
2546.5,0,-0.003,252.4,252.4,8.9
2546.75,0,-0.003,252.4,252.4,8.9
2547,0,-0.003,252.4,252.4,8.9
2547.25,0,-0.003,252.5,252.5,8.9
2547.5,0,-0.003,252.5,252.5,8.9
2547.75,0,-0.003,252.5,252.5,8.9
2548,0,-0.003,252.5,252.5,8.9
2548.25,0,-0.003,252.6,252.6,8.9
2548.5,0,-0.003,252.6,252.6,8.9
2548.75,0,-0.003,252.6,252.6,8.8
2549,0,-0.003,252.6,252.6,8.7
2549.25,0,-0.003,252.7,252.7,8.9
2549.5,0,-0.003,252.7,252.7,8.9
2549.75,0,-0.003,252.7,252.7,8.9
2550,0,-0.003,252.7,252.7,8.9
2550.25,0,-0.003,252.8,252.8,8.8
2550.5,0,-0.003,252.8,252.8,8.7
2550.75,0,-0.003,252.8,252.8,8.6
2551,0,-0.003,252.8,252.8,8.6
2551.25,0,-0.003,252.9,252.9,8.6
2551.5,0,-0.003,252.9,252.9,8.6
2551.75,0,-0.003,252.9,252.9,8.6
2552,0,-0.003,252.9,252.9,8.6
2552.25,0,-0.003,253,253,8.6
2552.5,0,-0.003,253,253,8.5
2552.75,0,-0.003,253,253,8.5
2553,0,-0.003,253,253,8.5
2553.25,0,-0.003,253.1,253.1,8.6
2553.5,0,-0.003,253.1,253.1,8.8
2553.75,0,-0.003,253.1,253.1,8.9
2554,0,-0.003,253.1,253.1,8.9
2554.25,0,-0.003,253.2,253.2,8.9
2554.5,0,-0.003,253.2,253.2,9
2554.75,0,-0.003,253.2,253.2,9.2
2555,0,-0.003,253.2,253.2,9.2
2555.25,0,-0.003,253.3,253.3,9.2
2555.5,0,-0.003,253.3,253.3,9.2
2555.75,0,-0.003,253.3,253.3,9.2
2556,0,-0.003,253.3,253.3,9.3
2556.25,0,-0.003,253.4,253.4,9.3
2556.5,0,-0.003,253.4,253.4,9.4
2556.75,0,-0.003,253.4,253.4,9.5
2557,0,-0.003,253.4,253.4,9.5
2557.25,0,-0.003,253.5,253.5,9.6
2557.5,0,-0.003,253.5,253.5,9.6
2557.75,0,-0.003,253.5,253.5,9.6
2558,0,-0.003,253.5,253.5,9.6
2558.25,0,-0.003,253.6,253.6,9.6
2558.5,0,-0.003,253.6,253.6,9.6
2558.75,0,-0.003,253.6,253.6,9.5
2559,0,-0.003,253.6,253.6,9.6
2559.25,0,-0.003,253.7,253.7,9.6
2559.5,0,-0.003,253.7,253.7,9.8
2559.75,0,-0.003,253.7,253.7,9.7
2560,0,-0.003,253.7,253.7,9.8
2560.25,0,-0.003,253.8,253.8,9.9
2560.5,0,-0.003,253.8,253.8,9.9
2560.75,0,-0.003,253.8,253.8,9.8
2561,0,-0.003,253.8,253.8,9.8
2561.25,0,-0.003,253.9,253.9,9.8
2561.5,0,-0.003,253.9,253.9,9.9
2561.75,0,-0.003,253.9,253.9,9.8
2562,0,-0.003,253.9,253.9,9.6
2562.25,0,-0.003,254,254,9.5
2562.5,0,-0.003,254,254,9.5
2562.75,0,-0.003,254,254,9.5
2563,0,-0.003,254,254,9.5
2563.25,0,-0.003,254.1,254.1,9.6
2563.5,0,-0.003,254.1,254.1,9.9
2563.75,0,-0.003,254.1,254.1,10.1
2564,0,-0.003,254.1,254.1,10.2
2564.25,0,-0.003,254.2,254.2,10.5
2564.5,0,-0.003,254.2,254.2,10.6
2564.75,0,-0.003,254.2,254.2,10.9
2565,0,-0.003,254.2,254.2,10.9
2565.25,0,-0.002,254.3,254.3,11.1
2565.5,0,-0.002,254.3,254.3,11.2
2565.75,0,-0.002,254.3,254.3,11.2
2566,0,-0.002,254.3,254.3,11.2
2566.25,0,-0.002,254.4,254.4,11.3
2566.5,0,-0.002,254.4,254.4,11.5
2566.75,0,-0.002,254.4,254.4,11.5
2567,0,-0.002,254.4,254.4,11.4
2567.25,0,-0.002,254.5,254.5,11.4
2567.5,0,-0.002,254.5,254.5,11.5
2567.75,0,-0.002,254.5,254.5,11.5
2568,0,-0.002,254.5,254.5,11.5
2568.25,0,-0.002,254.6,254.6,11.5
2568.5,0,-0.002,254.6,254.6,11.5
2568.75,0,-0.002,254.6,254.6,11.5
2569,0,-0.002,254.6,254.6,11.5
2569.25,0,-0.002,254.7,254.7,11.5
2569.5,0,-0.002,254.7,254.7,11.5
2569.75,0,-0.002,254.7,254.7,11.5
2570,0,-0.002,254.7,254.7,11.5
2570.25,0,-0.003,254.8,254.8,11.5
2570.5,0,-0.003,254.8,254.8,11.5
2570.75,0,-0.003,254.8,254.8,11.5
2571,0,-0.003,254.8,254.8,11.5
2571.25,0,-0.003,254.9,254.9,11.5
2571.5,0,-0.003,254.9,254.9,11.5
2571.75,0,-0.003,254.9,254.9,11.5
2572,0,-0.003,254.9,254.9,11.5
2572.25,0,-0.003,255,255,11.4
2572.5,0,-0.003,255,255,11.4
2572.75,0,-0.003,255,255,11.4
2573,0,-0.003,255,255,11.4
2573.25,0,-0.003,255.1,255.1,11.3
2573.5,0,-0.003,255.1,255.1,11.2
2573.75,0,-0.003,255.1,255.1,11.2
2574,0,-0.003,255.1,255.1,11.2
2574.25,0,-0.003,255.2,255.2,11.2
2574.5,0,-0.003,255.2,255.2,11.3
2574.75,0,-0.003,255.2,255.2,11.2
2575,0,-0.003,255.2,255.2,11.2
2575.25,0,-0.003,255.3,255.3,11.2
2575.5,0,-0.003,255.3,255.3,11.2
2575.75,0,-0.003,255.3,255.3,11.2
2576,0,-0.003,255.3,255.3,11.2
2576.25,0,-0.003,255.4,255.4,11.2
2576.5,0,-0.003,255.4,255.4,11.1
2576.75,0,-0.003,255.4,255.4,10.9
2577,0,-0.003,255.4,255.4,10.9
2577.25,0,-0.003,255.5,255.5,10.8
2577.5,0,-0.003,255.5,255.5,10.7
2577.75,0,-0.003,255.5,255.5,10.6
2578,0,-0.003,255.5,255.5,10.6
2578.25,0,-0.003,255.6,255.6,10.5
2578.5,0,-0.003,255.6,255.6,10.5
2578.75,0,-0.003,255.6,255.6,10.5
2579,0,-0.003,255.6,255.6,10.3
2579.25,0,-0.003,255.7,255.7,10.2
2579.5,0,-0.003,255.7,255.7,10.2
2579.75,0,-0.003,255.7,255.7,10.2
2580,0,-0.003,255.7,255.7,10.2
2580.25,0,-0.003,255.8,255.8,10.2
2580.5,0,-0.003,255.8,255.8,10.1
2580.75,0,-0.003,255.8,255.8,10.3
2581,0,-0.003,255.8,255.8,10.5
2581.25,0,-0.003,255.9,255.9,10.5
2581.5,0,-0.003,255.9,255.9,10.4
2581.75,0,-0.003,255.9,255.9,10.3
2582,0,-0.003,255.9,255.9,10.2
2582.25,0,-0.002,256,256,10.2
2582.5,0,-0.002,256,256,10.2
2582.75,0,-0.002,256,256,10.2
2583,0,-0.002,256,256,10.2
2583.25,0,-0.002,256.1,256.1,10.1
2583.5,0,-0.002,256.1,256.1,10
2583.75,0,-0.002,256.1,256.1,9.9
2584,0,-0.002,256.1,256.1,9.9
2584.25,0,-0.002,256.2,256.2,9.9
2584.5,0,-0.002,256.2,256.2,9.9
2584.75,0,-0.002,256.2,256.2,9.8
2585,0,-0.002,256.2,256.2,9.7
2585.25,0,-0.002,256.3,256.3,9.6
2585.5,0,-0.002,256.3,256.3,9.5
2585.75,0,-0.002,256.3,256.3,9.5
2586,0,-0.002,256.3,256.3,9.5
2586.25,0,-0.002,256.4,256.4,9.5
2586.5,0,-0.002,256.4,256.4,9.5
2586.75,0,-0.002,256.4,256.4,9.5
2587,0,-0.002,256.4,256.4,9.5
2587.25,0,-0.002,256.5,256.5,9.8
2587.5,0,-0.002,256.5,256.5,10.1
2587.75,0,-0.002,256.5,256.5,10.6
2588,0,-0.002,256.5,256.5,10.9
2588.25,0,-0.002,256.6,256.6,11.1
2588.5,0,-0.002,256.6,256.6,11.2
2588.75,0,-0.002,256.6,256.6,11.4
2589,0,-0.002,256.6,256.6,11.5
2589.25,0,-0.002,256.7,256.7,11.5
2589.5,0,-0.002,256.7,256.7,11.7
2589.75,0,-0.002,256.7,256.7,11.8
2590,0,-0.002,256.7,256.7,11.8
2590.25,0,-0.002,256.8,256.8,11.8
2590.5,0,-0.002,256.8,256.8,11.8
2590.75,0,-0.002,256.8,256.8,11.8
2591,0,-0.002,256.8,256.8,11.8
2591.25,0,-0.002,256.9,256.9,11.8
2591.5,0,-0.002,256.9,256.9,11.8
2591.75,0,-0.002,256.9,256.9,11.8
2592,0,-0.002,256.9,256.9,11.8
2592.25,0,-0.002,257,257,11.8
2592.5,0,-0.002,257,257,11.6
2592.75,0,-0.002,257,257,11.6
2593,0,-0.002,257,257,11.6
2593.25,0,-0.002,257.1,257.1,11.5
2593.5,0,-0.002,257.1,257.1,11.5
2593.75,0,-0.002,257.1,257.1,11.5
2594,0,-0.002,257.1,257.1,11.5
2594.25,0,-0.002,257.2,257.2,11.4
2594.5,0,-0.003,257.2,257.2,11.3
2594.75,0,-0.003,257.2,257.2,11.4
2595,0,-0.003,257.2,257.2,11.3
2595.25,0,-0.003,257.3,257.3,11.2
2595.5,0,-0.003,257.3,257.3,11.2
2595.75,0,-0.003,257.3,257.3,11.2
2596,0,-0.003,257.3,257.3,11.2
2596.25,0,-0.003,257.4,257.4,11.2
2596.5,0,-0.003,257.4,257.4,11.2
2596.75,0,-0.003,257.4,257.4,11.2
2597,0,-0.003,257.4,257.4,11.2
2597.25,0,-0.003,257.5,257.5,11.1
2597.5,0,-0.003,257.5,257.5,10.9
2597.75,0,-0.003,257.5,257.5,10.9
2598,0,-0.003,257.5,257.5,10.9
2598.25,0,-0.003,257.6,257.6,10.9
2598.5,0,-0.003,257.6,257.6,10.9
2598.75,0,-0.003,257.6,257.6,10.9
2599,0,-0.004,257.6,257.6,10.9
2599.25,0,-0.004,257.7,257.7,10.9
2599.5,0,-0.004,257.7,257.7,10.9
2599.75,0,-0.004,257.7,257.7,11.1
2600,0,-0.004,257.7,257.7,11.2
2600.25,0,-0.004,257.8,257.8,11.2
2600.5,0,-0.004,257.8,257.8,11.3
2600.75,0,-0.004,257.8,257.8,11.5
2601,0,-0.004,257.8,257.8,11.5
2601.25,0,-0.004,257.9,257.9,11.5
2601.5,0,-0.004,257.9,257.9,11.5
2601.75,0,-0.004,257.9,257.9,11.6
2602,0,-0.004,257.9,257.9,11.8
2602.25,0,-0.004,258,258,11.7
2602.5,0,-0.004,258,258,11.8
2602.75,0,-0.004,258,258,11.7
